Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Beyonder_Spell_CopingMechanism_Lore_Key,Text,,,,,"It's all in my head. It's all in my head. It's all in my head. It's all in my head. It's all in my head.","It's all in my head. It's all in my head. It's all in my head. It's all in my head. It's all in my head.","It's all in my head. It's all in my head. It's all in my head. It's all in my head. It's all in my head.","It's all in my head. It's all in my head. It's all in my head. It's all in my head. It's all in my head.","It's all in my head. It's all in my head. It's all in my head. It's all in my head. It's all in my head.","It's all in my head. It's all in my head. It's all in my head. It's all in my head. It's all in my head."
Beyonder_Spell_MassHysteria_Name_Key,Text,,,,,"Mass Hysteria","Mass Hysteria","Mass Hysteria","Mass Hysteria","Mass Hysteria","Mass Hysteria"
Beyonder_Spell_MassHysteria_Description_Key,Text,,,,,"Trigger <b>Hysteria</b>. Units without a <b>Hysteria</b> trigger take [trait0.power] damage for each <b>Mania</b> above 0.","Trigger <b>Hysteria</b>. Units without a <b>Hysteria</b> trigger take [trait0.power] damage for each <b>Mania</b> above 0.","Trigger <b>Hysteria</b>. Units without a <b>Hysteria</b> trigger take [trait0.power] damage for each <b>Mania</b> above 0.","Trigger <b>Hysteria</b>. Units without a <b>Hysteria</b> trigger take [trait0.power] damage for each <b>Mania</b> above 0.","Trigger <b>Hysteria</b>. Units without a <b>Hysteria</b> trigger take [trait0.power] damage for each <b>Mania</b> above 0.","Trigger <b>Hysteria</b>. Units without a <b>Hysteria</b> trigger take [trait0.power] damage for each <b>Mania</b> above 0."
Beyonder_Spell_MassHysteria_Lore_Key,Text,,,,,"If the Beyonders ever succeed in destroying the veil, it would open up our world to a full-scale invasion and there would be widespread panic. Let us hope that never happens.","If the Beyonders ever succeed in destroying the veil, it would open up our world to a full-scale invasion and there would be widespread panic. Let us hope that never happens.","If the Beyonders ever succeed in destroying the veil, it would open up our world to a full-scale invasion and there would be widespread panic. Let us hope that never happens.","If the Beyonders ever succeed in destroying the veil, it would open up our world to a full-scale invasion and there would be widespread panic. Let us hope that never happens.","If the Beyonders ever succeed in destroying the veil, it would open up our world to a full-scale invasion and there would be widespread panic. Let us hope that never happens.","If the Beyonders ever succeed in destroying the veil, it would open up our world to a full-scale invasion and there would be widespread panic. Let us hope that never happens."
Beyonder_Spell_EyeballsForDays_Name_Key,Text,,,,,"Eyeballs for Days","Eyeballs for Days","Eyeballs for Days","Eyeballs for Days","Eyeballs for Days","Eyeballs for Days"
Beyonder_Spell_EyeballsForDays_Description_Key,Text,,,,,"Apply <b>Chronic [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Chronic [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Chronic [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Chronic [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Chronic [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Chronic [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0."
Beyonder_Spell_EyeballsForDays_Lore_Key,Text,,,,,"The worst part is the eyes. The eyes, man. The eyes! They're everywhere! They live in the walls, seep through the water, and you can't even make them go away by closing your own! Blood red eyes. Glowing yellow eyes. Eyes with too many pupils. Eyes that smoke. Eyes that spiral into infinity itself! There are millions, billions of eyes!","The worst part is the eyes. The eyes, man. The eyes! They're everywhere! They live in the walls, seep through the water, and you can't even make them go away by closing your own! Blood red eyes. Glowing yellow eyes. Eyes with too many pupils. Eyes that smoke. Eyes that spiral into infinity itself! There are millions, billions of eyes!","The worst part is the eyes. The eyes, man. The eyes! They're everywhere! They live in the walls, seep through the water, and you can't even make them go away by closing your own! Blood red eyes. Glowing yellow eyes. Eyes with too many pupils. Eyes that smoke. Eyes that spiral into infinity itself! There are millions, billions of eyes!","The worst part is the eyes. The eyes, man. The eyes! They're everywhere! They live in the walls, seep through the water, and you can't even make them go away by closing your own! Blood red eyes. Glowing yellow eyes. Eyes with too many pupils. Eyes that smoke. Eyes that spiral into infinity itself! There are millions, billions of eyes!","The worst part is the eyes. The eyes, man. The eyes! They're everywhere! They live in the walls, seep through the water, and you can't even make them go away by closing your own! Blood red eyes. Glowing yellow eyes. Eyes with too many pupils. Eyes that smoke. Eyes that spiral into infinity itself! There are millions, billions of eyes!","The worst part is the eyes. The eyes, man. The eyes! They're everywhere! They live in the walls, seep through the water, and you can't even make them go away by closing your own! Blood red eyes. Glowing yellow eyes. Eyes with too many pupils. Eyes that smoke. Eyes that spiral into infinity itself! There are millions, billions of eyes!"
Beyonder_Spell_Seizure_Name_Key,Text,,,,,"Seizure","Seizure","Seizure","Seizure","Seizure","Seizure"
Beyonder_Spell_Seizure_Description_Key,Text,,,,,"Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0."
Beyonder_Spell_Seizure_Lore_Key,Text,,,,,"Afflictions of the mind can be so overwhelming that they lead to a total mental breakdown. Let this be my warning to any who would wish to study the beyond. It is beyond understanding. Do not attempt it.","Afflictions of the mind can be so overwhelming that they lead to a total mental breakdown. Let this be my warning to any who would wish to study the beyond. It is beyond understanding. Do not attempt it.","Afflictions of the mind can be so overwhelming that they lead to a total mental breakdown. Let this be my warning to any who would wish to study the beyond. It is beyond understanding. Do not attempt it.","Afflictions of the mind can be so overwhelming that they lead to a total mental breakdown. Let this be my warning to any who would wish to study the beyond. It is beyond understanding. Do not attempt it.","Afflictions of the mind can be so overwhelming that they lead to a total mental breakdown. Let this be my warning to any who would wish to study the beyond. It is beyond understanding. Do not attempt it.","Afflictions of the mind can be so overwhelming that they lead to a total mental breakdown. Let this be my warning to any who would wish to study the beyond. It is beyond understanding. Do not attempt it."
Beyonder_Spell_Paranoia_Name_Key,Text,,,,,"Paranoia","Paranoia","Paranoia","Paranoia","Paranoia","Paranoia"
Beyonder_Spell_Paranoia_Description_Key,Text,,,,,"Apply <b>Stealth [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Stealth [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Stealth [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Stealth [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Stealth [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0.","Apply <b>Stealth [trait0.statusmultiplier]</b> to friendly units for each <b>Mania</b> below 0."
Beyonder_Spell_Paranoia_Lore_Key,Text,,,,,"Hide until they go away. Hide in your room, in the dark, under your covers, under your bed. Yes. Yes. Perfect! That's totally not where they want you to be. Nope. Not at all. And, on an unrelated note, while they're distracted, I'll make my own escape...","Hide until they go away. Hide in your room, in the dark, under your covers, under your bed. Yes. Yes. Perfect! That's totally not where they want you to be. Nope. Not at all. And, on an unrelated note, while they're distracted, I'll make my own escape...","Hide until they go away. Hide in your room, in the dark, under your covers, under your bed. Yes. Yes. Perfect! That's totally not where they want you to be. Nope. Not at all. And, on an unrelated note, while they're distracted, I'll make my own escape...","Hide until they go away. Hide in your room, in the dark, under your covers, under your bed. Yes. Yes. Perfect! That's totally not where they want you to be. Nope. Not at all. And, on an unrelated note, while they're distracted, I'll make my own escape...","Hide until they go away. Hide in your room, in the dark, under your covers, under your bed. Yes. Yes. Perfect! That's totally not where they want you to be. Nope. Not at all. And, on an unrelated note, while they're distracted, I'll make my own escape...","Hide until they go away. Hide in your room, in the dark, under your covers, under your bed. Yes. Yes. Perfect! That's totally not where they want you to be. Nope. Not at all. And, on an unrelated note, while they're distracted, I'll make my own escape..."
Beyonder_Spell_CerebralDetonation_Name_Key,Text,,,,,"Cerebral Detonation","Cerebral Detonation","Cerebral Detonation","Cerebral Detonation","Cerebral Detonation","Cerebral Detonation"
Beyonder_Spell_CerebralDetonation_Description_Key,Text,,,,,"Apply <b>Jitters [trait1.statusmultiplier]</b> to all units and <b>Chronic [trait2.statusmultiplier]</b> to friendly units for each [health] and [size] of the sacrificed unit respectively.","Apply <b>Jitters [trait1.statusmultiplier]</b> to all units and <b>Chronic [trait2.statusmultiplier]</b> to friendly units for each [health] and [size] of the sacrificed unit respectively.","Apply <b>Jitters [trait1.statusmultiplier]</b> to all units and <b>Chronic [trait2.statusmultiplier]</b> to friendly units for each [health] and [size] of the sacrificed unit respectively.","Apply <b>Jitters [trait1.statusmultiplier]</b> to all units and <b>Chronic [trait2.statusmultiplier]</b> to friendly units for each [health] and [size] of the sacrificed unit respectively.","Apply <b>Jitters [trait1.statusmultiplier]</b> to all units and <b>Chronic [trait2.statusmultiplier]</b> to friendly units for each [health] and [size] of the sacrificed unit respectively.","Apply <b>Jitters [trait1.statusmultiplier]</b> to all units and <b>Chronic [trait2.statusmultiplier]</b> to friendly units for each [health] and [size] of the sacrificed unit respectively."
